T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
1010072,91,-106,1004,-6790,770,-56770
1010092,104,-91,988,-14140,2590,-49070
1010112,123,-57,950,-7280,-5670,-44030
1010132,160,224,973,1260,-9310,-53340
1010152,146,55,1021,16030,-7280,-57330
1010172,106,-80,1010,-3990,280,-33600
1010192,116,-57,960,-31290,-210,-26600
1010212,120,-54,968,-33530,-770,-37800
1010232,144,6,1029,-24220,7770,-42280
1010252,96,-54,1049,-14350,17640,-27090
1010272,63,-27,1031,-9450,45570,-27090
1010292,58,14,995,-8330,59710,-52990
1010312,27,-9,1002,-7560,58380,-61740
1010332,19,7,1025,-350,45780,-64120
1010352,0,17,974,7560,35210,-60340
1010372,-8,4,984,7560,29470,-61950
1010392,-19,-12,980,1260,17430,-73920
1010412,28,4,1051,6580,10150,-59220
1010432,10,8,1043,2730,1890,-40390
1010452,8,4,1024,-3010,-7070,-21280
1010472,-1,-3,993,-2310,-7350,-10080
1010492,-17,8,992,-2800,-10010,-840
1010512,12,-20,1017,-10500,-11340,-1050
1010532,23,-1,997,-24780,-19180,-1190
1010552,3,1,959,-27650,-24920,4060
1010572,62,-14,977,-25060,-23100,-5040
1010592,46,-37,969,-25830,-20930,-3080
1010612,44,-49,899,-20020,-8540,-210
1010632,-49,-27,960,-6090,9380,4620
1010652,-92,-44,1057,10570,65520,28630
1010672,0,21,1086,16940,51660,29050
1010692,10,-34,1019,3220,2660,4620
1010712,22,-109,1113,-19810,-33950,-18830
1010732,22,-136,1102,-36890,-71540,-41650
1010752,123,-65,941,-45430,-108430,-55230
1010772,195,-107,917,-47110,-111440,-66920
1010792,198,-64,972,-41510,-58240,-59920
1010812,272,-146,1018,-36050,-24920,-52080
1010832,198,-109,1110,-38360,-13790,-59220
1010852,228,-97,1087,-36540,6300,-69650
1010872,106,-96,1039,-43190,-12530,-79590
1010892,143,-151,965,-17710,-15050,-97720
1010912,226,-122,1016,-630,-24430,-85120
1010932,306,-106,1069,-14910,-35910,-76860
1010952,250,-67,971,-12950,-45150,-78680
1010972,150,-123,947,-280,-49210,-101570
1010992,238,-58,958,2940,-47320,-119700
1011012,321,-83,962,13930,-42000,-84420
1011032,346,-109,1067,18550,-18550,-63070
1011052,347,-54,968,18340,7280,-64260
1011072,194,50,865,30170,10360,-91280
1011092,254,17,933,35490,910,-98980
1011112,440,-5,1005,27720,3150,-77210
1011132,331,2,1030,19110,19670,-62790
1011152,105,19,1072,28490,36260,-78470
1011172,185,93,846,40390,30450,-98280
1011192,239,75,991,43120,-1750,-96530
1011212,235,99,1072,28840,32200,-85260
1011232,149,73,1042,18340,43750,-83370
1011252,177,145,981,25130,21000,-87360
1011272,130,151,822,29330,13160,-90440
1011292,150,116,1020,17920,25550,-66640
1011312,173,144,1012,14560,49560,-67550
1011332,108,162,1055,21840,43400,-77560
1011352,66,165,956,25480,4130,-74760
1011372,126,210,927,18550,-20860,-68250
1011392,117,167,965,8750,-8540,-59570
1011412,210,188,992,-3150,-10640,-60760
1011432,159,197,952,-12670,-8260,-76580
1011452,45,195,961,-23170,-11130,-90860
1011472,68,133,890,-34300,-37800,-81340
1011492,88,174,1003,-39550,-43470,-63000
1011512,165,237,975,-24780,-28000,-49630
1011532,195,227,900,-23240,-33530,-36330
1011552,43,124,1046,-27720,11200,-12670
1011572,93,129,1026,-3500,17080,2520
1011592,160,190,937,17150,-31010,-2380
1011612,167,211,866,29050,-23800,-15120
1011632,168,199,940,25970,-10150,-20230
1011652,166,228,970,14560,10570,-18620
1011672,216,221,1028,5950,27160,-17780
1011692,229,304,1164,140,6090,-18830
1011712,193,210,989,4200,-49350,-23660
1011732,200,228,929,18130,-63140,-34720
1011752,208,216,989,8330,-49070,-35420
1011772,160,204,958,8190,-7560,-24010
1011792,160,209,957,4410,14840,-17640
1011812,172,202,980,7630,10500,-16170
1011832,175,214,977,10150,-1820,-21490
1011852,201,246,981,7350,-13860,-29120
1011872,157,227,979,-840,-16520,-34720
1011892,121,210,979,-4410,-4620,-31430
1011912,137,228,986,-840,14980,-31570
1011932,118,234,995,3640,27370,-36050
1011952,137,188,988,7000,33880,-40110
1011972,103,155,856,2730,40670,-60830
1011992,67,285,996,-12040,29050,-94570
1012012,-15,303,1054,-31010,22960,-142170
1012032,43,238,989,-21420,27650,-139440
1012052,156,194,911,-11830,7420,-114380
1012072,85,137,910,-12390,3220,-108640
1012092,-27,244,978,-16380,16870,-125860
1012112,-93,267,1031,-29050,35700,-159950
1012132,-50,220,983,-31780,43540,-166040
1012152,-74,169,969,-32200,31220,-154070
1012172,11,186,906,-30030,25970,-140280
1012192,-119,207,990,-22540,34580,-135240
